BlockName,Category,CreatedOn,Crop,DistrictName,KCCCallID,KccAns,QueryText,QueryType,Season,Sector,StateName,day,month,year,QueryType_raw,mismatch_score,is_mismatch
KASARGOD,Others,2024-11-24 19:37:57.567,Others,KASARGOD,3083947,There's no chances for rainfall in the next week at parappa,Farmer asked query on Weather,Weather,,AGRICULTURE,KERALA,24,11,2024,Weather,1.0,True
TALIPARAMBA,Plantation Crops,2024-11-05 18:33:58.783,Coconut,KANNUR,2951610,Suggested to Apply Borax 50g per plant.,Asked about the management of Boron deficiency in Coconut.,Nutrient Management,,HORTICULTURE,KERALA,5,11,2024,Nutrient Management,1.0,True
IRIKKUR,Vegetables,2024-11-09 10:38:50.770,Bhindi(Okra/Ladysfinger),KANNUR,2977909,Suggested to apply Lime or dolomite @ 1-3 kg per cent has to be applied in acid soils two weeks ahead of fertilizer application. Organic manure @ 48 kg/cent is recommended at planting time.,Asked about the nutrient management of Bhindi.,Nutrient Management,,HORTICULTURE,KERALA,9,11,2024,Nutrient Management,1.0,True
IRIKKUR,Vegetables,2024-11-15 09:58:52.913,Ivy Gourd,KANNUR,3021662,Spray Mancozeb 75 WP (3 gram/litre of water),Asked about the management of Anthracnose in Ivy gourd.,Plant Protection,,HORTICULTURE,KERALA,15,11,2024,Plant Protection,1.0,True
PAYYANNUR,Plantation Crops,2024-11-15 10:15:21.097,Arecanut,KANNUR,3021665,Apply Magnesium sulphate 320 gram per plant.,Asked about the megnesium deficiency in Coconut.,Nutrient Management,,HORTICULTURE,KERALA,15,11,2024,Nutrient Management,1.0,True
PAYYANNUR,Plantation Crops,2024-11-15 10:18:47.107,Arecanut,KANNUR,3021664,Apply lime (0.5 to 1 kg/plant/year in two split doses).,Asked about the mangement of Calcium deficiency in Arecanut.,Nutrient Management,,HORTICULTURE,KERALA,15,11,2024,Nutrient Management,1.0,True
PERAVOOR,Plantation Crops,2024-11-15 14:57:42.310,Arecanut,KANNUR,3025173,spray Propiconazole 25 EC (1 ml / litre of water) or Hexaconazole 5 EC (1 ml / litre of water),Asked about control of Inflorescence die back in Arecanut,Plant Protection,,HORTICULTURE,KERALA,15,11,2024,Plant Protection,1.0,True
PAYYANNUR,Plantation Crops,2024-11-15 15:12:00.197,Teak,KANNUR,3025153,Drench spray Propiconazole 25 EC (1 ml / litre of water),Asked about control of die back of teak,Plant Protection,,HORTICULTURE,KERALA,15,11,2024,Plant Protection,1.0,True
TALIPARAMBA,Plantation Crops,2024-11-22 15:49:11.650,Arecanut,KANNUR,3071817,Spray Quinalphos (2ml/L),Asked about management of Shot-Hole Borer in arecanut,Plant Protection,,HORTICULTURE,KERALA,22,11,2024,Plant Protection,1.0,True
IRITTY,Fruits,2024-11-27 18:57:46.197,Mango,KANNUR,3105540,Spray Chlorpyriphos 50% + Cypermethrin 5% EC @ 2ml/L water,Asked about management of stem borer in mango,Plant Protection,,HORTICULTURE,KERALA,27,11,2024,Plant Protection,1.0,True
TALIPARAMBA,Plantation Crops,2024-11-30 20:54:58.893,Cashew,KANNUR,3135273,"The fertilizers dose needed is 1630 gram urea, 1800 gram rock phosphate and 1250 gram Muriate of Potash respectively per plant.
Organic manure @ 10 kg/plant is recommended in every year. Lime or dolomite has to be applied in acid soils two weeks ahead of fertilizer application.",Asked about the nutrient management of cashew.,Nutrient Management,,HORTICULTURE,KERALA,30,11,2024,Nutrient Management,1.0,True
KUNNAMANGALAM,Fruits,2024-10-02 16:17:18.963,Mango,KOZHIKODE,2636856,Suggested to spray potassium nitrate 5g/L.,Asked about the management of potassium deficiency in mango.,Nutrient Management,,HORTICULTURE,KERALA,2,10,2024,Nutrient Management,0.8887582025780293,True
MELDAY,Vegetables,2024-10-03 17:43:45.617,Chillies,KOZHIKODE,2646304,Suggested to spray verticilium 20g /L,Asked about the mangement of Thrips in Chilli.,Plant Protection,,HORTICULTURE,KERALA,3,10,2024,Plant Protection,1.0,True
THODANNUR,Plantation Crops,2024-10-07 17:40:18.657,Coconut,KOZHIKODE,2700478,suggested to apply borax 100 gram per tree,Asked about management of boron deficiency in coconut,Nutrient Management,,HORTICULTURE,KERALA,7,10,2024,Nutrient Management,1.0,True
KUNNUMMAL,Others,2024-10-08 20:17:01.703,Others,KOZHIKODE,2713461,suggested to contact krishibhavan,Asked about free electricity connection for agriculture,"Power, Roads etc.",,AGRICULTURE,KERALA,8,10,2024,"Power, Roads etc.",1.0,True
VADAKARA,Plantation Crops,2024-10-10 14:02:25.737,Arecanut,KOZHIKODE,2737624,"Apply 40g urea, rajphos, potash per palm. After two weeks, apply 5kg cowdung, 1kg ash and green leaves. Apply manures and fertilizers in circular basins of 15-20 cm depth and with a radius of 0.75-1.0 meter from the palm.",Asked about nutrient management in arecanut after planting,Nutrient Management,,HORTICULTURE,KERALA,10,10,2024,Nutrient Management,1.0,True
VADAKARA,Fruits,2024-10-12 19:43:35.920,Banana,KOZHIKODE,2765417,Suggested to spray Beauveria bassiana 20g per liters of water,Asked about management of pseudo stem borer in banana,Plant Protection,,HORTICULTURE,KERALA,12,10,2024,Plant Protection,1.0,True
0   ,Condiments and Spices,2024-10-21 16:08:07.150,Pepper,KOZHIKODE,2846144,"Removal of unwanted terminal pepper shoot growths and hanging shoots should be done as and when necessary. Pruning of standards should be done every year in March- April and the effective height of standard should be limited to 6m. If necessary, a second pruning can be done in July-August.",Asked about pruning of standards in black pepper,Cultural Practices,,HORTICULTURE,KERALA,21,10,2024,Cultural Practices,0.6733003330723711,True
KODUVALLY,Vegetables,2024-10-22 10:48:38.447,Cowpea (Vegetable),KOZHIKODE,2850030,Suggested contact no of kvk pervannamuzhi:04962666041,Asked contact number of kvk peruvannamuzhi,Seeds and Planting Material,,HORTICULTURE,KERALA,22,10,2024,Seeds and Planting Material,0.7108043106117111,True
KUNNAMANGALAM,Vegetables,2024-10-22 10:51:17.813,Cowpea (Vegetable),KOZHIKODE,2850029,"Agricultural Technology Information Centre, Mannuthy- 0487 237 0540","Asked about contact number of ATIC, Thrissur",Seeds and Planting Material,,HORTICULTURE,KERALA,22,10,2024,Seeds and Planting Material,1.0,True
PERINTHALMANNA,Fruits,2024-10-15 09:53:48.233,Banana,MALAPPURAM,2789061,Suggested to spray borax 1g per liters of water,Asked about management of boron deficiency in banana,Nutrient Management,,HORTICULTURE,KERALA,15,10,2024,Nutrient Management,1.0,True
LALAM,Sugar and Starch Crops,2024-10-06 15:10:08.167,Tapioca (Cassava),KOTTAYAM,2685561,Suggested to place Promodiolone cake on field.,Asked about the control of rat on Tapioca field.,Plant Protection,,AGRICULTURE,KERALA,6,10,2024,Plant Protection,0.8266843809378499,True
UZHAVOOR,Sugar and Starch Crops,2024-10-10 11:42:39.030,Tapioca (Cassava),KOTTAYAM,2737661,Suggested to use BOREP,Asked about management of porcupine,Plant Protection,,AGRICULTURE,KERALA,10,10,2024,Plant Protection,1.0,True
LALAM,Plantation Crops,2024-10-12 10:50:40.860,Arecanut,KOTTAYAM,2759230,"for mature arecanut the fertilizers dose needed is 220gram urea, 220gram rock phosphate and 230 gram Muriate of Potash respectively per plant. The fertilizers have to be applied in split doses.
The first split has to be applied in September-October. The urea, rock phosphate, Muriate of Potash needed at this time is 110 gram, 110gram, 120 gram respectively per plant.
The second dose has to apply in March-April and the dosage is 110 gram urea, 110gram rock phosphate, 120 gram Muriate of Potash respectively.",Asked fertilizer requirement of arecanut,Nutrient Management,,HORTICULTURE,KERALA,12,10,2024,Nutrient Management,0.9781471417154266,True
UZHAVOOR,Sugar and Starch Crops,2024-10-12 12:33:25.630,Tapioca (Cassava),KOTTAYAM,2760485,"suggested contact number of kvkv,kottayam:91-481-2523421,+91 6238092782","Asked about contact number of kvk,kottayam",Plant Protection,,AGRICULTURE,KERALA,12,10,2024,Plant Protection,0.653969219482514,True
LALAM,Plantation Crops,2024-10-13 15:34:00.977,Coconut,KOTTAYAM,2772526,"Crown cleaning followed by the application of 20 gram Chlorantraniliprole 0.4G (Ferterra) mixed with 200 gram sand in the innermost 2-3 leaf axils. The application has to be done thrice during January, May and September.",Asked about management of rhinoceros beetle in coconut,Plant Protection,,HORTICULTURE,KERALA,13,10,2024,Plant Protection,1.0,True
VAIKOM,Plantation Crops,2024-10-14 16:26:39.197,Coconut,KOTTAYAM,2784351,"Recommended to provide field sanitation to prevent breeding of beetles. Hook out the beetle from the attacked palms using beetle hook. As a prophylactic measure, application of 250 gram neem cake mixed with equal volume of sand in the innermost 2-3 leaf axils. This treatment is to be done twice, ie, during April-May before the onset of south-west monsoon and during September-October after the south-west monsoon.
Naphthalene balls 12.0 gram (approx. 4 nos.) can be put in the innermost 2 leaf axils adjacent to spindle leaf and covered with fine sand, once in 45 days.",Asked about management of rhinoceros beetle in coconut,Plant Protection,,HORTICULTURE,KERALA,14,10,2024,Plant Protection,0.9458257763631265,True
0   ,Others,2024-10-14 19:50:42.363,Others,KOTTAYAM,2786347,Dr. (Mrs.) SUSAN JOHN KUZHIVILAYIL - (a) Residence: 0471‐2594298 (b) Office: 0471-2598551- 122 (c) Mobile: 09446324298,Asked contact of CTCRI trivandrum,Post Harvest Preservation,,AGRICULTURE,KERALA,14,10,2024,Post Harvest Preservation,1.0,True
NEDUMANGAD,Plantation Crops,2024-10-15 13:03:55.410,Coconut,TRIVANDRUM,2791739,Suggested to apply Borax 50g/ palm.,Asked about the management of boron deficiency in Coconut.,Nutrient Management,,HORTICULTURE,KERALA,15,10,2024,Nutrient Management,1.0,True
PARASSALA,Fruits,2024-10-22 11:49:18.917,Papaya,TRIVANDRUM,2849989,Spray borax @ 1g/L,Asked about management of Boron deficiency in papaya,Nutrient Management,,HORTICULTURE,KERALA,22,10,2024,Nutrient Management,1.0,True
ATHIYANNOOR,Others,2024-10-22 11:51:01.460,Others,TRIVANDRUM,2850031,suggested to increase the soil ph by adding lime,Asked about liming of soil,Cultural Practices,,AGRICULTURE,KERALA,22,10,2024,Cultural Practices,0.8828177170561575,True
PERUMKADAVILA,Vegetables,2024-10-24 21:30:03.967,Sweet Potato,TRIVANDRUM,2864979,"Suggested that  first dose has to be applied at the time of planting. The urea, rock phosphate, Muriate of Potash needed at this time is 5 gram, 15 gram, 10 gram respectively for a plant
The second dose has to apply in 4-5 weeks after sowing and the dosage is 5 gram urea for a plant.-sweetpotato",Asked fertilizer requirement of sweetpotato,Nutrient Management,,HORTICULTURE,KERALA,24,10,2024,Nutrient Management,1.0,True
PERUMKADAVILA,Vegetables,2024-10-28 10:39:12.437,"Colocasia (Arvi, Arbi)",TRIVANDRUM,2897960,Suggested that 2kg lime per cent can be applied in colocasia.,Asked about lime application in colocasia,Nutrient Management,,HORTICULTURE,KERALA,28,10,2024,Nutrient Management,0.6733099122799613,True
CHENGANNUR,Condiments and Spices,2024-10-01 12:34:09.170,Ginger,ALAPPUZHA,2626788,Suggested to spray and soil drench with Fipronil 2ml and carbendazim 1g per liters of water.,Asked about management of Rhizome rot in ginger,Plant Protection,,HORTICULTURE,KERALA,1,10,2024,Plant Protection,1.0,True
ARYAD,Vegetables,2024-10-08 13:17:12.587,Bhindi(Okra/Ladysfinger),ALAPPUZHA,2713502,Suggested to spray Beauveria 20g/L.,Asked about the management of Shoot and fruit borer in Bhindi.,Plant Protection,,HORTICULTURE,KERALA,8,10,2024,Plant Protection,1.0,True
CHENGANNUR,Fruits,2024-10-16 16:08:33.480,Banana,ALAPPUZHA,2804507,Spray Carbendazim 2g per litre of water,Asked about control of fasarium wilt of Banana,Plant Protection,,HORTICULTURE,KERALA,16,10,2024,Plant Protection,1.0,True
MAVELIKKARA,Vegetables,2024-10-17 17:22:24.777,Chillies,ALAPPUZHA,2814212,No need to give shade,Asked about shade management in chillies,Cultural Practices,,HORTICULTURE,KERALA,17,10,2024,Cultural Practices,0.6765756056962892,True
CHAMPAKULAM,Others,2024-10-18 15:39:51.733,Others,ALAPPUZHA,2824218,Krishi Vigyan Kendra(KVK)-Alappuzha - 0479 295 9268,Asked contact of KVK Alappuzha,Storage,,AGRICULTURE,KERALA,18,10,2024,Storage,0.5635312065265761,True
0   ,Others,2024-10-21 12:00:02.653,Others,ALAPPUZHA,2846137,Blank call,Blank call,Sowing Time and Weather,,AGRICULTURE,KERALA,21,10,2024,Sowing Time and Weather,0.0,False
KANJIKKUZHY,Fruits,2024-10-25 20:55:58.603,Banana,ALAPPUZHA,2872422,"Apply Lime, NPK, Micronutrients each between two week gap",Asked about method of application of fertilizers and lime,Nutrient Management,,HORTICULTURE,KERALA,25,10,2024,Nutrient Management,0.943719312421782,True
THYCATTUSSERY,Fruits,2024-10-27 13:45:33.067,Banana,ALAPPUZHA,2889467,Recommended to apply fertilizer after field planting,Asked about fertilizer application in tissue culture banana,Nutrient Management,,HORTICULTURE,KERALA,27,10,2024,Nutrient Management,0.9395986627572138,True
0   ,Cereals,2024-10-27 17:42:53.880,Paddy (Dhan),ALAPPUZHA,2889496,Spray nimbecidine 5ml per litre,Asked about management of rice bug,Plant Protection,,AGRICULTURE,KERALA,27,10,2024,Plant Protection,1.0,True
PATTANAKKAD,Fruits,2024-10-28 13:03:57.113,Papaya,ALAPPUZHA,2898017,Suggested to give 250g potash in papaya basin,Asked about K deficiency in papaya,Nutrient Management,,HORTICULTURE,KERALA,28,10,2024,Nutrient Management,0.8139826049783456,True
IDUKKI,Plantation Crops,2024-10-02 09:05:57.150,Coconut,IDUKKI,2636835,"Fermented organic fertilizer
Mix 20 kilograms of cow dung, 20 liters of cow urine, two liters of sugarcane molasses, and two kilograms of flour. Let it ferment for five days to allow microbes to breed.",Asked about preparation of Fermented organic fertilizer,Plant Protection,,HORTICULTURE,KERALA,2,10,2024,Plant Protection,0.7306343893050247,True
IDUKKI,Condiments and Spices,2024-10-03 18:47:43.500,Cardamom,IDUKKI,2646301,Drench Velum prime 2.5 ml per litre of water,Asked about control of root knot Nematode in cardamom,Plant Protection,,HORTICULTURE,KERALA,3,10,2024,Plant Protection,1.0,True
IDUKKI,Condiments and Spices,2024-10-04 11:19:24.977,Ginger,IDUKKI,2656537,Suggested to give lime in ginger palnts.,Asked about management of calsium deficiency in ginger,Plant Protection,,HORTICULTURE,KERALA,4,10,2024,Plant Protection,0.6162386335881445,True
IDUKKI,Plantation Crops,2024-10-04 11:24:06.183,Arecanut,IDUKKI,2656538,suggested to apply borax 20 gram per tree,Asked about management of boron deficiency in arecanut,Nutrient Management,,HORTICULTURE,KERALA,4,10,2024,Nutrient Management,1.0,True
KATTAPPANA,Condiments and Spices,2024-10-04 21:36:30.070,Cardamom,IDUKKI,2656627,Suggested to spray carbendazim 1g/L.,Asked about the management of chenthal disease.,Plant Protection,,HORTICULTURE,KERALA,4,10,2024,Plant Protection,1.0,True
KATTAPPANA,Vegetables,2024-10-04 21:49:48.023,Chillies,IDUKKI,2656629,Suggested to spray verticillium 20g/L to control Whitefly.,Asked about the management of whitefly in Chillies.,Plant Protection,,HORTICULTURE,KERALA,4,10,2024,Plant Protection,0.7333205775294522,True
DEVIKULAM,Condiments and Spices,2024-10-07 16:33:48.893,Cardamom,IDUKKI,2700474,"The first split has to be applied in May-June. The urea, rock phosphate, Muriate of Potash needed at this time is 325 gram, 830 gram, 500 gram respectively for a cent.
The second dose has to apply in September-October and the dosage is 330 gram urea, 830 gram rock phosphate, 500 gram Muriate of Potash respectively.",Asked about fertilizer requirement of cardamom,Nutrient Management,,HORTICULTURE,KERALA,7,10,2024,Nutrient Management,1.0,True
NEDUMKANDOM,Fruits,2024-10-07 19:39:55.017,Avacado,IDUKKI,2700471,Agricultural lime is calcium carbonate. It is recommended to apply agricultural lime instead of slaked lime.,Asked liming in avocado,Field Preparation,,HORTICULTURE,KERALA,7,10,2024,Field Preparation,1.0,True
THODUPUZHA,Sugar and Starch Crops,2024-10-08 16:09:16.620,Tapioca (Cassava),IDUKKI,2713472,"suggested to apply dolomite 50 gram per tapioca,inorder to avoid collar rot apply trichoderma enriched farmyard manure at the time of planting",Asked about application of dolomite in tapioca,Field Preparation,,AGRICULTURE,KERALA,8,10,2024,Field Preparation,0.827173377917301,True
ELEMDESAM,Vegetables,2024-10-14 17:20:45.993,Cowpea (Vegetable),IDUKKI,2785044,Suggested to spray Verticilium 20g/L.,Asked about the management of aphids in cowpea.,Plant Protection,,HORTICULTURE,KERALA,14,10,2024,Plant Protection,1.0,True
ELEMDESAM,Medicinal and Aromatic Plants,2024-10-18 11:06:50.847,Betel Vine,IDUKKI,2819323,"Suggested to contact IISR ,calicut-0495 2731410
contact number of Aromatic & Medicinal Plants Research Station,odakkali -+91-484-2658221,
Sales center:9447163891",Asked contact number of IISR calicut and odakkali research station,Seeds and Planting Material,,HORTICULTURE,KERALA,18,10,2024,Seeds and Planting Material,0.3937403238294296,False
IDUKKI,Others,2024-10-18 16:54:46.527,Others,IDUKKI,2824203,Blank call,Blank call,Storage,,AGRICULTURE,KERALA,18,10,2024,Storage,0.0,False
